original_summary,finetuned_summary,reference_summary,original_rouge1,original_rouge2,original_rougeL,original_rougeLsum,finetuned_rouge1,finetuned_rouge2,finetuned_rougeL,finetuned_rougeLsum
"Emily Jones is a great teacher, and I'm proud of her,"" he said.","""I'm not going to hold the bucket,"" principal says of Wichita High School principal . ""I'm not going to hold the bucket,"" principal says of Wichita High School principal . ""I'm not going to hold the bucket,"" principal says of Wichita High School principal . ""I'm not going to hold the bucket,"" principal says of Wichita High School principal .","Wichita, Kansas, high school students surprise principal with kind-hearted senior prank .
""This is why I do the things that I do,"" the principal says .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Norman Lee, an artist for DC and Marvel comics, went missing while snorkeling with his wife off the eastern coast of Grand Cayman.","NEW: ""It is unlikely that we will make any recovery at this stage,"" says a friend and fellow graphic artist Chris Kinniery . NEW: ""It is unlikely that we will make any recovery at this stage,"" says a friend and fellow graphic artist Chris Kinniery . NEW: ""It is unlikely that we will make any recovery at this stage,"" a friend says .","Comic book artist Norman Lee went missing in the Cayman Islands on Thursday .
Authorities called off search on Friday evening .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Transcript of today's CNN Student News show Transcript and a place for you to request to be mentioned on the CNN Student News Roll Call.,Find out how the latest U.S. unemployment report is a mixed bag . Use the Daily Discussion to help students understand today's CNN Student News program . Use the Daily Discussion to help students understand today's featured news stories .,"This page includes the show Transcript .
Use the Transcript to help students with reading comprehension and vocabulary .
At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"""Survivor's Remorse"" is set for release on June 24, 2016 — almost exactly 20 years from when the first film hit theaters on July 3, 1996.","""Survivor's Remorse"" stars Jessie Usher as Cam Calloway, a basketball player who moves with his family to Atlanta . The rising star will play a central character in the new film . The film is based on the novel of the same name by the author of ""Survivor's Remorse""","Jeff Goldblum set to reprise his role in ""Independence Day 2""
Liam Hemsworth and Jessie Usher also cast in key roles .
Sequel will be released 20 years after the original box office smash about an alien invasion .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Geraldine A. Ferraro, who was a U.S. senator, was a U.S. senator from Minnesota.","NEW: Former President Jimmy Carter says he's doing well, ""he's doing well"" NEW: Former president says he's ""in the bed right this moment"" NEW: Former president says he's ""in the bed right this moment"" NEW: Former president says he's ""in the bed right this moment""","Walter Mondale was released from the Mayo Clinic on Saturday, hospital spokeswoman said .
The former vice president, 87, was treated for cold and flu symptoms .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Kyle Waring, who has been selling snow for more than 30 years, says he's a ""shocking"" entrepreneur.","""We're in the business of expunging snow,"" says Kyle Waring, CEO of ShipSnowYo.com . He says he's a ""styrofoam"" entrepreneur who has been selling snow for more than 30 years . He says he's a ""styrofoam"" that's a ""styrofoam"" that's a ""styrofoam""","A man in suburban Boston is selling snow online to customers in warmer states .
For $89, he will ship 6 pounds of snow in an insulated Styrofoam box .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Jordanian home.,"Refugees in Jordan are working to rebuild their lives, a network of women and children . Women are able to re-establish savings, restore dignity, and rebuild their lives . Women are able to help refugees in Jordan, a refugee says .","Jina Krause-Vilmar: On International Women's Day, focus on helping refugee women adapt to new lives .
She says aid agencies like hers aim to help these women build job skills and financial literacy .
She says the effort includes educating men about wives' and daughters' new roles .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Aritz Aduriz's goal was a sluggish one, but the team's goal was a sluggish one.",Real Madrid fall to a lacklustre 1-0 defeat at Athletic Bilbao . The result means the Basques can now take top spot if they win at home to Rayo Vallecano . The Basques are now up to eighth position after a 4-0 win over Hannover .,"Real Madrid slump to defeat against Athletic Bilbao .
Solitary goal from Aritz Aduriz enough to give the Basques victory .
Bayern Munich continue Bundesliga domination .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Keizo Okumoto, 40, has been charged with aggravated assault and aggravated assault.","Police say they have arrested a 40-year-old man accused of stabbing five neighbors in Sumoto city . The suspect and the victims shared the same surname, but it is unclear if they are related . Sumoto is on Awaji Island, Hyogo prefecture, in Japan .","Police in Japan say they have arrested a man, 40, after five neighbors were fatally stabbed .
The accused shares the same surname as the victims, aged 59 to 84, local media say .
A police official says the man has admitted to the stabbings but refused to comment further .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Helmand's deputy governor said the attack was a suicide attack, but the attack was not a suicide attack.",NEW: The attack happened at about 6 p.m. in the Bolan area of Lashkar Gah city . The attacker's identity and motive weren't immediately available . The attack happened at about 6 p.m. in the Bolan area of Lashkar Gah city .,"Car bomb detonated near police vehicle in Lashkar Gah, deputy governor says .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Pakistan's highest court has ordered the release of Zaki-ur-Rehman Lakhvi, the alleged mastermind behind the Mumbai attacks, to be released.",NEW: Pakistani government says it will appeal the ruling . NEW: The Pakistani government says it will appeal the ruling . The alleged mastermind was not present at Friday's court proceedings . The Mumbai attacks left 160 people dead in November 2008 .,"The terror attacks in India left more than 160 people dead .
A  court granted the suspect bail last year .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Georgia police officers are involved in mental health issues,"" he said.","Police say man was not carrying a weapon, police say . Police say man was a resident of a metro Atlanta apartment complex . Police say man was a white man, but he was not carrying a weapon .","Police: Officer fired two shots when the man charged at him .
The case was immediately turned over to the GBI .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"omnivorous weasels are a ""least weasel"" in some countries.","Photographer says weasel could have exceeded its abilities in this case . The weasel was spotted by his wife in Hornchurch Country Park, Essex . The weasel was a ""least weasel"" in some countries .","A photo of a green woodpecker flying with a weasel on its back has gone viral on Twitter .
The image was snapped by amateur photographer Martin Le-May near London .
It sparked the hashtag #weaselpecker and has spawned numerous memes .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Kanye West fans are used to seeing thousands-dollar price tags attached to the rapper's Air Yeezy sneakers. The gag started Friday when one ambitious seller attempted to sell a Zipperseal bag with ""Air From Kanye Show,"" with 90 bidders driving the price tag to over $60,000, the Telegraph reports. While that auction was ultimately pulled from the auction site, eBay has been flooded with similar auctions promising air bagged from a Yeezus show, even though the copycats lacked certificates of authenticity proving the air -- likely carbon dioxide -- was grabbed",Kanye West's Air Yeezy sneakers are now littered throughout the site . The Yeezy Boosts are a pair of sneakers that are allegedly allegedly taken from a Yeezus show . The Yeezy Boosts are a pair of sneakers that are allegedly taken from a West concert .,"A wag decided to sell ""air from Kanye West concert"" on eBay .
Bidding got to more than $60,000 before plug was pulled .
Others are now doing similar auctions .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Delta Flight 1086 departed from Atlanta shortly after 9 a.m. Thursday.,"NEW: The crew of the Delta Air Lines plane cites brake issues during the landing . The plane slid off the runway with its nose busting through a fence . The plane slid off the runway with its nose busting through a fence . The NTSB says the plane is ""amazed"" by the weather .","Delta Air Lines Flight 1086 skidded into a fence last week at a LaGuardia Airport beset by winter weather .
The NTSB says the crew reported they did not sense any deceleration from the wheel brake upon landing .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Pakistani authorities say they have renamed 107 schools in honor of the children killed in a Taliban siege at a Peshawar school.,More than 100 schools in Pakistan have been renamed in honor of the children killed in a Taliban siege . The school was renamed in honor of the children who were taking exams in an auditorium . The Taliban militants slashed the school in December 16 .,"More than 100 schools renamed in honor of students killed in a Taliban schoolhouse attack .
A six-hour siege at a Peshawar school killed 145 people in December .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Julia Haller said the ad was a ""serious and provocative"" way to spread awareness about the color of the skin.",Salvation Army in South Africa using the viral sensation to spread awareness about domestic violence . The ad shows a model wearing a white and gold dress resembling the one that caused an Internet meltdown last week . The ad has received mostly positive response from people who haven't seen the ad .,"#thedress was an Internet sensation: Is it blue and black or white and gold?
The Salvation Army in South Africa is using it to raise awareness .
The reaction has been mostly positive .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"NASCAR says it will waive its suspension of Kurt Busch, making him eligible to return to the sport immediately.","NASCAR says Kurt Busch must ""undergo additional steps"" to address behavior . Busch was suspended after a Delaware civil court found he probably committed domestic violence against his former girlfriend, Patricia Driscoll . The driver was suspended after a car accident in September .","The lack of charges against Busch expedited the decision, a NASCAR official says .
Kurt Busch was accused of grabbing his ex-girlfriend by the throat, slamming her head .
He twice appealed NASCAR's indefinite suspension and lost .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Malaysia Airlines is not an ATC per se,"" he said.","NEW: Malaysia Airlines says it is ""not an ATC per se"" The crash occurred after Malaysia Airlines mistakenly told the flight crew to check in with the plane . The plane's crew was unable to find the plane, but the plane was able to land safely . The crash occurred in the Indian Ocean, near the Indian Ocean .","Interim report exposes delays and inaction after MH370 disappeared .
Flight carrying 239 people and crew has not been found, one year later .
Took 10 hours for the first search flights to take off, according to report .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Myanmar's Ministry of Information said in a statement that the ship capsized Friday night as it sailed, in bad weather conditions, around the city of Sittwe.","NEW: At least 167 people are dead, 21 missing after a double-decker ferry capsizes in Myanmar . NEW: The ferry capsizes near Myaybone and Myaukkyine islands . The sank ferry capsized in the Southeast Asia nation of Myanmar . The sank ferry capsized near Myaybone and Myaukkyine islands .","167 people have been rescued, Myanmar's government says .
The ferry capsized after being hit by a large wave in bad weather conditions .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"China's military said it was ""very concerned"" that the attack was a ""severe and tragic event"" that would have been a ""severe and tragic event"" in the country.","NEW: China summons Myanmar's ambassador in Beijing after the incident . NEW: The planes are there to ""track, monitor, warn and chase away"" Myanmar forces have been battling ethnic separatist rebels in the rugged border region . The incident occurred in the southern China province of Yunnan province .","China sends fighter jets to patrol over border with Myanmar following the incident .
Report: In addition to the fatalities, nine others were wounded .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Google, we all have cancer.",80% of Internet users have looked up health information online . The Pew Research Center says a new research site is a good place to find out about health care . The Pew Research Center says the research site is a good place to find out about health care .,"According to a Pew report, 80% of Internet users have looked up health info online .
Sites like Mayo Clinic and others curated by doctors are safer than online forums .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Tammy Meyers, 44, was shot in the head and died two days later at a hospital.",NEW: Police say Tammy Meyers shot her neighbor in front of her home . NEW: Police say he was able to get her brother to drive her car back . NEW: The suspect is not named in the indictment . The 19-year-old is accused of killing her neighbor in front of her home .,"Erich Nowsch will face three charges, including first-degree murder .
He is accused of killing Tammy Meyers in front of her home .
The two lived withing walking distance of each other .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Ferguson is a country that has a lot of problems, and I think that the police are a lot more likely to be able to respond to the problems than to be able to respond to them.","The Congressional Black Caucus says the situation is dire enough that we can take the necessary steps to address the problems . The CBC says the situation is dire enough that we can take the necessary steps to address the problems . The CBC says the police are a ""shocking force"" that is a threat to the community .","Latest Ferguson shootings push strained race relations to breaking point .
Donna Brazile: Relationship between police forces and minority communities must improve .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
North Korea's foreign ministry.,"NEW: The diplomat's bag was found in a Bangladesh airport . The embassy's official says he was ""very careful and sensitive"" The embassy's official says he was ""very careful and sensitive""","North Korea apologizes to Bangladesh after one of embassy's diplomat caught with 59 pounds of gold .
Gold was undeclared, says Bangladeshi government .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
How did the man who waded into the river see the car wheels-up in the water?,"NEW: Father of baby Lily, 25, says he's doing great, ""I'm going to miss her a lot"" NEW: Father says he's ""very happy"" with the baby's mother's death . The father of Lily, 25, was out of town on a job at the time of the crash . The father of the baby is still in the hospital, KUTV reports .","Baby Lily was trapped in the car in the cold river for as long as 14 hours .
""She knows everything she knew before anything happened. It's amazing,"" father says .
Lily's mother, Lynn Jennifer Groesbeck, died in the crash .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Air Force investigators are headed to the crash scene.,"NEW: The helicopter was carrying at least three people, the FAA says . NEW: The helicopter was carrying a helicopter, the FAA says . The helicopter was flying from Tulsa to McAlester, the FAA says . The helicopter was carrying at least three people, the FAA says .","The chopper was registered to an air ambulance company .
It was en route from Tulsa to McAlester .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"a quixotic dream, but an interesting one.","The Virtual Window is a new book about the history of architecture . The virtual window is a curved, vertically-shaped device . The design of the square is a resemblance to the shape of a circle .","A Californian startup has developed a circular smartphone called ""Runcible""
The provocative anti-phone is meant to be an antidote to our obsession for digital devices .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Moff Mors is the first person to be gay in the Star Wars universe.,The Star Wars universe is getting its first gay character . The character is the first gay figure in the official Star Wars universe . The character is the first gay figure in the official Star Wars universe .,"Official ""Star Wars"" universe gets its first gay character, a lesbian governor .
The character appears in the upcoming novel ""Lords of the Sith""
Characters in ""Star Wars"" movies have gradually become more diverse .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Islamist militants in Pakistan.""","NEW: Pakistani Taliban says it is ""a soft target for militant outfits in Pakistan"" NEW: Pakistani PM says he is ""deeply concerned"" about the attack . NEW: Pakistani PM says he is ""deeply concerned"" about the attack . The blasts were aimed at a Christian community in Lahore, Pakistani officials say .","The Pakistani Taliban claims responsibility for the suicide bombings .
At least 78 people were wounded in the attack, hospital official says .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Federal authorities say it's the largest IRS impersonation scam they've ever seen.,"The IRS has recorded more than 366,000 reports of contact with the scammers . The IRS has a number of other scams, including phishing scams . The IRS has a number of other scams, including a sex-sex scam .","IRS scam has swindled victims out of more than $15 million since 2013 .
Scammers warn of seizing property, prison time .
FTC and Treasury department have open investigations .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Democratic would be a remark.,"The U.S. has a long history of promoting foreign policy, says a U.S. senator . The U.S. has a long history of promoting foreign policy, he says . The U.S. has a long history of promoting foreign policy, he says .","Timothy Stanley: GOP senators' letter to Iranian leaders seems extraordinary .
But undermining a president's foreign policy is not at all unique, Stanley says .
He says both left, right have gone around administrations to deal with foreign leaders .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Pope Francis says he expects his pontificate to be brief. He says he expects his pontificate to be brief.,Pope says he will not support putting an age limit on the papacy . The pope says he will not be able to spank children if he doesn't want them to be sexy . The pope says he will not be able to spank children if he doesn't want them to be sexy .,"Pope has talked of retirement before, but this time he says he think papacy will end after no more than five years .
Francis says he doesn't like the idea of an age limit .
Ponitff announces a rare jubilee to begin in December .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Amazon Mom is a 'smart' brand of diaper changing tables in public bathrooms.,"Facebook post by actor Ashton Kutcher says he hasn't encountered a diapering table in his men's room . The post has logged more than 230,000 comments as of Wednesday morning . Some dads say they don't have a problem finding changing tables in the men's room .","Actor Ashton Kutcher complained on Facebook that men's rooms don't have diapering tables .
He offered to give free publicity to the first establishment where he encountered one .
Kutcher and his partner, Mila Kunis, welcomed baby Wyatt Isabelle in October .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
The reopening of the Caminito del Rey is a milestone in the Spanish tourism industry.,The reopening of the Caminito del Rey is due to end March 26 . The trail is a cliff face boardwalk that hangs 100 meters above the Guadalhorce River . The cliff face boardwalk is the world's most dangerous path .,"Spain's '""most dangerous path"" due to reopen this month after extensive reconstruction efforts .
Originally built in the 1900s, the trail's boardwalks deteriorated over time, forcing the local government to close it .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Israel.""","Isaac Herzog's Zionist Union party is in the lead, holding a four-seat edge over Prime Minister Benjamin Netanyahu's Likud party . He says he will not accept the role of Israel in the election . He says the U.S. is a ""strangely conservative"" political party .","Polls show Isaac Herzog's Zionist Union party four seats ahead of Benjamin Netanyahu's party .
Israeli parliamentary elections will be on March 17 .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Brazil's president.,Protesters call for President Dilma Rousseff to be impeached . Rousseff is the chairwoman of the Petrabras oil company . She is the president of the Brazilian oil company .,"CNN's Shasta Darlington, who lives in Sao Paulo, explains who protesters are and what they want .
Demonstrators are angry about a massive scandal involving state oil company .
Protesters also are incensed about a stumbling economy .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Indonesian officials have detained 16 Indonesian citizens who confessed they were planning to cross the border into Syria, the foreign ministry said.",The group is part of a group of 16 Indonesians who confessed they were planning to cross the border into Syria . The group is a group of 16 Indonesians who reportedly deserted their tour group recently in Turkey . The group is a group of 16 Indonesians who reportedly deserted their tour group recently in Turkey .,"The group is made up of one man, four women, 11 children .
They were stopped just north of Aleppo, Syria .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
India's government and a British documentarian faced off over a film featuring a man imprisoned for a 2012 gang rape in South Delhi.,"NEW: India's constitution guarantees freedom of expression, but not restrictions . The alleged attack was a sham on the government's spokesman, a source says . The alleged attack was a sham on the government's spokesman . The alleged attack was a sham on the government's spokesman .","Indian broadcaster Puthiya Thalaimurai drew protests for a show about traditional necklaces worn by married women .
This comes after India banned a film featuring a man imprisoned for a gang rape in South Delhi .
""There's a growing intolerance towards different shades of opinion,"" a broadcasting company CEO says .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
Richard Williams.,"Serena Williams' father, Richard, and older sister, Venus, were booed in the final of the BNP Paribas Open . The match was being televised on ESPN's ""Boston Open"" ESPN has a special coverage of the event .","Serena Williams makes her return to Indian Wells on Friday .
She hasn't played at the tournament since 2001 .
Her dad said he was racially abused at the tournament in 2001 .
Venus Williams still has not returned to the California event .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
filmed by the BBC.,"KIO says it accounted for 27% of all complaints . The app encourages fans to report incidents anonymously by pressing a ""Report It!"" tab . The app is designed to help people identify racial and religious discrimination .","Thirty-five percent increase in abuses reported .
All complaints lead to an inquiry by England's Football Association .
Self-policing fans encouraged to be careful .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
"Michelle Carter, and a little bit of knowledge of the law.""","Lisa Green: Parents should have a criminal defense lawyer in mind, not in case . She says parents should be prepared for the situation, not just the law . She says parents should be prepared for the situation, not just the law . Green: Parents should be prepared for the situation, not just the law .","Parents of teens should have a criminal defense lawyer in mind -- just in case, says author .
Author Lisa Green calls this the ""unrecognized area""  that parents of teens ""miss all the time""
In 24 states, parents can be held liable for teen drinking in their home .",0.24326625741594132,0.087735369,0.18312001860288063,0.21656597707745348,0.2811052487046005,0.095376293,0.2050785388633441,0.246026066
